input,output,original_input,original_output,category_name,operations,spaced
B A B Y,y,BABY,y,lower_last,lowercase+last_letter,True
B A C K,k,BACK,k,lower_last,lowercase+last_letter,True
B A D,d,BAD,d,lower_last,lowercase+last_letter,True
B A I L E,e,BAILE,e,lower_last,lowercase+last_letter,True
B A J O,o,BAJO,o,lower_last,lowercase+last_letter,True
B A K E,e,BAKE,e,lower_last,lowercase+last_letter,True
B A K E R,r,BAKER,r,lower_last,lowercase+last_letter,True
B A L L,l,BALL,l,lower_last,lowercase+last_letter,True
B A L L E,e,BALLE,e,lower_last,lowercase+last_letter,True
B A N A N A,a,BANANA,a,lower_last,lowercase+last_letter,True
B A S,s,BAS,s,lower_last,lowercase+last_letter,True
B A S I S,s,BASIS,s,lower_last,lowercase+last_letter,True
B A Y,y,BAY,y,lower_last,lowercase+last_letter,True
B E A C H,h,BEACH,h,lower_last,lowercase+last_letter,True
B E A U,u,BEAU,u,lower_last,lowercase+last_letter,True
B E A U T I F U L,l,BEAUTIFUL,l,lower_last,lowercase+last_letter,True
B E B É,é,BEBÉ,é,lower_last,lowercase+last_letter,True
B E G I N,n,BEGIN,n,lower_last,lowercase+last_letter,True
B E L I E F,f,BELIEF,f,lower_last,lowercase+last_letter,True
B E L I E V E,e,BELIEVE,e,lower_last,lowercase+last_letter,True
B E N D,d,BEND,d,lower_last,lowercase+last_letter,True
B E R R Y,y,BERRY,y,lower_last,lowercase+last_letter,True
B I G,g,BIG,g,lower_last,lowercase+last_letter,True
B I K E,e,BIKE,e,lower_last,lowercase+last_letter,True
B I R D,d,BIRD,d,lower_last,lowercase+last_letter,True
B L A C K,k,BLACK,k,lower_last,lowercase+last_letter,True
B L A N C,c,BLANC,c,lower_last,lowercase+last_letter,True
B L A N C O,o,BLANCO,o,lower_last,lowercase+last_letter,True
B L E U,u,BLEU,u,lower_last,lowercase+last_letter,True
B L U E,e,BLUE,e,lower_last,lowercase+last_letter,True
B O C A,a,BOCA,a,lower_last,lowercase+last_letter,True
B O D Y,y,BODY,y,lower_last,lowercase+last_letter,True
B O N,n,BON,n,lower_last,lowercase+last_letter,True
B O N E,e,BONE,e,lower_last,lowercase+last_letter,True
B O N J O U R,r,BONJOUR,r,lower_last,lowercase+last_letter,True
B O N S O I R,r,BONSOIR,r,lower_last,lowercase+last_letter,True
B O O K,k,BOOK,k,lower_last,lowercase+last_letter,True
B O U C H E,e,BOUCHE,e,lower_last,lowercase+last_letter,True
B O X,x,BOX,x,lower_last,lowercase+last_letter,True
B O Y,y,BOY,y,lower_last,lowercase+last_letter,True
B R A I N,n,BRAIN,n,lower_last,lowercase+last_letter,True
B R E A D,d,BREAD,d,lower_last,lowercase+last_letter,True
B R O T H E R,r,BROTHER,r,lower_last,lowercase+last_letter,True
B R O W N,n,BROWN,n,lower_last,lowercase+last_letter,True
B R U S H,h,BRUSH,h,lower_last,lowercase+last_letter,True
B U E N O,o,BUENO,o,lower_last,lowercase+last_letter,True
B U I L D,d,BUILD,d,lower_last,lowercase+last_letter,True
B U I L D E R,r,BUILDER,r,lower_last,lowercase+last_letter,True
B U S,s,BUS,s,lower_last,lowercase+last_letter,True
B U T C H E R,r,BUTCHER,r,lower_last,lowercase+last_letter,True
B U T T E R F L Y,y,BUTTERFLY,y,lower_last,lowercase+last_letter,True
B É B É,é,BÉBÉ,é,lower_last,lowercase+last_letter,True
C A B A L L O,o,CABALLO,o,lower_last,lowercase+last_letter,True
C A B E Z A,a,CABEZA,a,lower_last,lowercase+last_letter,True
C A F É,é,CAFÉ,é,lower_last,lowercase+last_letter,True
C A L C U L A T E,e,CALCULATE,e,lower_last,lowercase+last_letter,True
C A L F,f,CALF,f,lower_last,lowercase+last_letter,True
C A L I E N T E,e,CALIENTE,e,lower_last,lowercase+last_letter,True
C A L L E,e,CALLE,e,lower_last,lowercase+last_letter,True
C A M P,p,CAMP,p,lower_last,lowercase+last_letter,True
C A N C I Ó N,n,CANCIÓN,n,lower_last,lowercase+last_letter,True
C A N T A N T E,e,CANTANTE,e,lower_last,lowercase+last_letter,True
C A R,r,CAR,r,lower_last,lowercase+last_letter,True
C A R E,e,CARE,e,lower_last,lowercase+last_letter,True
C A R G O,o,CARGO,o,lower_last,lowercase+last_letter,True
C A R R Y,y,CARRY,y,lower_last,lowercase+last_letter,True
C A R T A,a,CARTA,a,lower_last,lowercase+last_letter,True
C A S A,a,CASA,a,lower_last,lowercase+last_letter,True
C A T,t,CAT,t,lower_last,lowercase+last_letter,True
C A T C H,h,CATCH,h,lower_last,lowercase+last_letter,True
C E L E B R A T E,e,CELEBRATE,e,lower_last,lowercase+last_letter,True
C E N T,t,CENT,t,lower_last,lowercase+last_letter,True
C E R C A,a,CERCA,a,lower_last,lowercase+last_letter,True
C E R E B R O,o,CEREBRO,o,lower_last,lowercase+last_letter,True
C E R R A D O,o,CERRADO,o,lower_last,lowercase+last_letter,True
C E R V E A U,u,CERVEAU,u,lower_last,lowercase+last_letter,True
C H A I R,r,CHAIR,r,lower_last,lowercase+last_letter,True
C H A I S E,e,CHAISE,e,lower_last,lowercase+last_letter,True
C H A N G E,e,CHANGE,e,lower_last,lowercase+last_letter,True
C H A N S O N,n,CHANSON,n,lower_last,lowercase+last_letter,True
C H A T,t,CHAT,t,lower_last,lowercase+last_letter,True
C H A U D,d,CHAUD,d,lower_last,lowercase+last_letter,True
C H E E S E,e,CHEESE,e,lower_last,lowercase+last_letter,True
C H E F,f,CHEF,f,lower_last,lowercase+last_letter,True
C H E V A L,l,CHEVAL,l,lower_last,lowercase+last_letter,True
C H I E F,f,CHIEF,f,lower_last,lowercase+last_letter,True
C H I E N,n,CHIEN,n,lower_last,lowercase+last_letter,True
C H I L D,d,CHILD,d,lower_last,lowercase+last_letter,True
C H U R C H,h,CHURCH,h,lower_last,lowercase+last_letter,True
C I E N,n,CIEN,n,lower_last,lowercase+last_letter,True
C I N C O,o,CINCO,o,lower_last,lowercase+last_letter,True
C I N Q,q,CINQ,q,lower_last,lowercase+last_letter,True
C I T Y,y,CITY,y,lower_last,lowercase+last_letter,True
C I U D A D,d,CIUDAD,d,lower_last,lowercase+last_letter,True
C L A S S,s,CLASS,s,lower_last,lowercase+last_letter,True
C L E A N,n,CLEAN,n,lower_last,lowercase+last_letter,True
C L E R K,k,CLERK,k,lower_last,lowercase+last_letter,True
C L I F F,f,CLIFF,f,lower_last,lowercase+last_letter,True
C L I M B,b,CLIMB,b,lower_last,lowercase+last_letter,True
C L O S E,e,CLOSE,e,lower_last,lowercase+last_letter,True
C L O S E D,d,CLOSED,d,lower_last,lowercase+last_letter,True
C O C H E,e,COCHE,e,lower_last,lowercase+last_letter,True
C O F F E E,e,COFFEE,e,lower_last,lowercase+last_letter,True
C O L D,d,COLD,d,lower_last,lowercase+last_letter,True
C O M E,e,COME,e,lower_last,lowercase+last_letter,True
C O M I D A,a,COMIDA,a,lower_last,lowercase+last_letter,True
C O M M U N I C A T E,e,COMMUNICATE,e,lower_last,lowercase+last_letter,True
C O M P E T E,e,COMPETE,e,lower_last,lowercase+last_letter,True
C O M P L E T E,e,COMPLETE,e,lower_last,lowercase+last_letter,True
C O M P U T E R,r,COMPUTER,r,lower_last,lowercase+last_letter,True
C O N C E N T R A T E,e,CONCENTRATE,e,lower_last,lowercase+last_letter,True
C O N T E M P L A T E,e,CONTEMPLATE,e,lower_last,lowercase+last_letter,True
C O N T I N U E,e,CONTINUE,e,lower_last,lowercase+last_letter,True
C O O K,k,COOK,k,lower_last,lowercase+last_letter,True
C O O P E R A T E,e,COOPERATE,e,lower_last,lowercase+last_letter,True
C O O R D I N A T E,e,COORDINATE,e,lower_last,lowercase+last_letter,True
C O R A Z Ó N,n,CORAZÓN,n,lower_last,lowercase+last_letter,True
C O R P S,s,CORPS,s,lower_last,lowercase+last_letter,True
C O R T O,o,CORTO,o,lower_last,lowercase+last_letter,True
C O U N T R Y,y,COUNTRY,y,lower_last,lowercase+last_letter,True
C O U R T,t,COURT,t,lower_last,lowercase+last_letter,True
C O U S I N,n,COUSIN,n,lower_last,lowercase+last_letter,True
C R E A T E,e,CREATE,e,lower_last,lowercase+last_letter,True
C R I S I S,s,CRISIS,s,lower_last,lowercase+last_letter,True
C R I T E R I O N,n,CRITERION,n,lower_last,lowercase+last_letter,True
C R I T I C I Z E,e,CRITICIZE,e,lower_last,lowercase+last_letter,True
C R Y,y,CRY,y,lower_last,lowercase+last_letter,True
C U A T R O,o,CUATRO,o,lower_last,lowercase+last_letter,True
C U E R P O,o,CUERPO,o,lower_last,lowercase+last_letter,True
C U L T I V A T E,e,CULTIVATE,e,lower_last,lowercase+last_letter,True
C U P,p,CUP,p,lower_last,lowercase+last_letter,True
C U R R I C U L U M,m,CURRICULUM,m,lower_last,lowercase+last_letter,True
C Œ U R,r,CŒUR,r,lower_last,lowercase+last_letter,True
D A N C E,e,DANCE,e,lower_last,lowercase+last_letter,True
D A N C E R,r,DANCER,r,lower_last,lowercase+last_letter,True
D A N S E,e,DANSE,e,lower_last,lowercase+last_letter,True
D A T U M,m,DATUM,m,lower_last,lowercase+last_letter,True
D A U G H T E R,r,DAUGHTER,r,lower_last,lowercase+last_letter,True
D A Y,y,DAY,y,lower_last,lowercase+last_letter,True
D E C I D E,e,DECIDE,e,lower_last,lowercase+last_letter,True
D E C O R A T E,e,DECORATE,e,lower_last,lowercase+last_letter,True
D E D A N S,s,DEDANS,s,lower_last,lowercase+last_letter,True
D E D I C A T E,e,DEDICATE,e,lower_last,lowercase+last_letter,True
D E E R,r,DEER,r,lower_last,lowercase+last_letter,True
D E F E A T,t,DEFEAT,t,lower_last,lowercase+last_letter,True
D E H O R S,s,DEHORS,s,lower_last,lowercase+last_letter,True
D E L E T E,e,DELETE,e,lower_last,lowercase+last_letter,True
D E M A I N,n,DEMAIN,n,lower_last,lowercase+last_letter,True
D E M O N S T R A T E,e,DEMONSTRATE,e,lower_last,lowercase+last_letter,True
D E N T R O,o,DENTRO,o,lower_last,lowercase+last_letter,True
D E P O R T E,e,DEPORTE,e,lower_last,lowercase+last_letter,True
D E R E C H O,o,DERECHO,o,lower_last,lowercase+last_letter,True
D E R N I E R,r,DERNIER,r,lower_last,lowercase+last_letter,True
D E R R I È R E,e,DERRIÈRE,e,lower_last,lowercase+last_letter,True
D E S I G N A T E,e,DESIGNATE,e,lower_last,lowercase+last_letter,True
D E T E R M I N E,e,DETERMINE,e,lower_last,lowercase+last_letter,True
D E U X,x,DEUX,x,lower_last,lowercase+last_letter,True
D E V A N T,t,DEVANT,t,lower_last,lowercase+last_letter,True
D E V I A T E,e,DEVIATE,e,lower_last,lowercase+last_letter,True
D I E Z,z,DIEZ,z,lower_last,lowercase+last_letter,True
D I F F I C I L E,e,DIFFICILE,e,lower_last,lowercase+last_letter,True
D I F F I C U L T,t,DIFFICULT,t,lower_last,lowercase+last_letter,True
D I F Í C I L,l,DIFÍCIL,l,lower_last,lowercase+last_letter,True
D I R E C T O R,r,DIRECTOR,r,lower_last,lowercase+last_letter,True
D I R T Y,y,DIRTY,y,lower_last,lowercase+last_letter,True
D I S H,h,DISH,h,lower_last,lowercase+last_letter,True
D I X,x,DIX,x,lower_last,lowercase+last_letter,True
D O C T O R,r,DOCTOR,r,lower_last,lowercase+last_letter,True
D O G,g,DOG,g,lower_last,lowercase+last_letter,True
D O M I N A T E,e,DOMINATE,e,lower_last,lowercase+last_letter,True
D O O R,r,DOOR,r,lower_last,lowercase+last_letter,True
D O S,s,DOS,s,lower_last,lowercase+last_letter,True
D O W N,n,DOWN,n,lower_last,lowercase+last_letter,True
D R A W,w,DRAW,w,lower_last,lowercase+last_letter,True
D R I N K,k,DRINK,k,lower_last,lowercase+last_letter,True
D R I V E,e,DRIVE,e,lower_last,lowercase+last_letter,True
D R I V E R,r,DRIVER,r,lower_last,lowercase+last_letter,True
D R O I T,t,DROIT,t,lower_last,lowercase+last_letter,True
D U C H E S S,s,DUCHESS,s,lower_last,lowercase+last_letter,True
D U K E,e,DUKE,e,lower_last,lowercase+last_letter,True
D W A R F,f,DWARF,f,lower_last,lowercase+last_letter,True
D É B I L,l,DÉBIL,l,lower_last,lowercase+last_letter,True
D Í A,a,DÍA,a,lower_last,lowercase+last_letter,True
E A R,r,EAR,r,lower_last,lowercase+last_letter,True
E A S Y,y,EASY,y,lower_last,lowercase+last_letter,True
E A T,t,EAT,t,lower_last,lowercase+last_letter,True
E A U,u,EAU,u,lower_last,lowercase+last_letter,True
E C H O,o,ECHO,o,lower_last,lowercase+last_letter,True
E D U C A T E,e,EDUCATE,e,lower_last,lowercase+last_letter,True
E I G H T,t,EIGHT,t,lower_last,lowercase+last_letter,True
E L F,f,ELF,f,lower_last,lowercase+last_letter,True
E L I M I N A T E,e,ELIMINATE,e,lower_last,lowercase+last_letter,True
E M P E R O R,r,EMPEROR,r,lower_last,lowercase+last_letter,True
E M P R E S S,s,EMPRESS,s,lower_last,lowercase+last_letter,True
E M P T Y,y,EMPTY,y,lower_last,lowercase+last_letter,True
E N D,d,END,d,lower_last,lowercase+last_letter,True
E N F A N T,t,ENFANT,t,lower_last,lowercase+last_letter,True
E N F E R M E R A,a,ENFERMERA,a,lower_last,lowercase+last_letter,True
E N G I N E E R,r,ENGINEER,r,lower_last,lowercase+last_letter,True
E S C A L A T E,e,ESCALATE,e,lower_last,lowercase+last_letter,True
E S C U E L A,a,ESCUELA,a,lower_last,lowercase+last_letter,True
E S P O S A,a,ESPOSA,a,lower_last,lowercase+last_letter,True
E S P O S O,o,ESPOSO,o,lower_last,lowercase+last_letter,True
E S T R E C H O,o,ESTRECHO,o,lower_last,lowercase+last_letter,True
E S T R E L L A,a,ESTRELLA,a,lower_last,lowercase+last_letter,True
E S T U D I A N T E,e,ESTUDIANTE,e,lower_last,lowercase+last_letter,True
E V A L U A T E,e,EVALUATE,e,lower_last,lowercase+last_letter,True
E V A P O R A T E,e,EVAPORATE,e,lower_last,lowercase+last_letter,True
E X A G G E R A T E,e,EXAGGERATE,e,lower_last,lowercase+last_letter,True
E X A M I N E,e,EXAMINE,e,lower_last,lowercase+last_letter,True
E X C I T E,e,EXCITE,e,lower_last,lowercase+last_letter,True
E X E R C I S E,e,EXERCISE,e,lower_last,lowercase+last_letter,True
E X P L O R E,e,EXPLORE,e,lower_last,lowercase+last_letter,True
E Y E,e,EYE,e,lower_last,lowercase+last_letter,True
F A C I L E,e,FACILE,e,lower_last,lowercase+last_letter,True
F A I B L E,e,FAIBLE,e,lower_last,lowercase+last_letter,True
F A M I L I A,a,FAMILIA,a,lower_last,lowercase+last_letter,True
F A M I L L E,e,FAMILLE,e,lower_last,lowercase+last_letter,True
F A M I L Y,y,FAMILY,y,lower_last,lowercase+last_letter,True
F A R,r,FAR,r,lower_last,lowercase+last_letter,True
F A R M E R,r,FARMER,r,lower_last,lowercase+last_letter,True
F A S C I N A T E,e,FASCINATE,e,lower_last,lowercase+last_letter,True
F A S T,t,FAST,t,lower_last,lowercase+last_letter,True
F A T H E R,r,FATHER,r,lower_last,lowercase+last_letter,True
F E E L,l,FEEL,l,lower_last,lowercase+last_letter,True
F E L I Z,z,FELIZ,z,lower_last,lowercase+last_letter,True
F E M M E,e,FEMME,e,lower_last,lowercase+last_letter,True
F E N Ê T R E,e,FENÊTRE,e,lower_last,lowercase+last_letter,True
F E O,o,FEO,o,lower_last,lowercase+last_letter,True
F E R M I E R,r,FERMIER,r,lower_last,lowercase+last_letter,True
F E R M É,é,FERMÉ,é,lower_last,lowercase+last_letter,True
F I L L E,e,FILLE,e,lower_last,lowercase+last_letter,True
F I L S,s,FILS,s,lower_last,lowercase+last_letter,True
F I N G E R,r,FINGER,r,lower_last,lowercase+last_letter,True
F I N I S H,h,FINISH,h,lower_last,lowercase+last_letter,True
F I R S T,t,FIRST,t,lower_last,lowercase+last_letter,True
F I S H,h,FISH,h,lower_last,lowercase+last_letter,True
F I V E,e,FIVE,e,lower_last,lowercase+last_letter,True
F L E U R,r,FLEUR,r,lower_last,lowercase+last_letter,True
F L O R,r,FLOR,r,lower_last,lowercase+last_letter,True
F L O W E R,r,FLOWER,r,lower_last,lowercase+last_letter,True
F L Y,y,FLY,y,lower_last,lowercase+last_letter,True
F O O D,d,FOOD,d,lower_last,lowercase+last_letter,True
F O O T,t,FOOT,t,lower_last,lowercase+last_letter,True
F O R K,k,FORK,k,lower_last,lowercase+last_letter,True
F O R T,t,FORT,t,lower_last,lowercase+last_letter,True
F O U R,r,FOUR,r,lower_last,lowercase+last_letter,True
F O X,x,FOX,x,lower_last,lowercase+last_letter,True
F R A S E,e,FRASE,e,lower_last,lowercase+last_letter,True
F R E N T E,e,FRENTE,e,lower_last,lowercase+last_letter,True
F R I E N D,d,FRIEND,d,lower_last,lowercase+last_letter,True
F R O I D,d,FROID,d,lower_last,lowercase+last_letter,True
F R O M A G E,e,FROMAGE,e,lower_last,lowercase+last_letter,True
F R O N T,t,FRONT,t,lower_last,lowercase+last_letter,True
F R È R E,e,FRÈRE,e,lower_last,lowercase+last_letter,True
F R Í O,o,FRÍO,o,lower_last,lowercase+last_letter,True
F U E R A,a,FUERA,a,lower_last,lowercase+last_letter,True
F U E R T E,e,FUERTE,e,lower_last,lowercase+last_letter,True
F U L L,l,FULL,l,lower_last,lowercase+last_letter,True
F Á C I L,l,FÁCIL,l,lower_last,lowercase+last_letter,True
G A M E,e,GAME,e,lower_last,lowercase+last_letter,True
G A R Ç O N,n,GARÇON,n,lower_last,lowercase+last_letter,True
G A T O,o,GATO,o,lower_last,lowercase+last_letter,True
G A U C H E,e,GAUCHE,e,lower_last,lowercase+last_letter,True
G E N E R A T E,e,GENERATE,e,lower_last,lowercase+last_letter,True
G I R L,l,GIRL,l,lower_last,lowercase+last_letter,True
G I V E,e,GIVE,e,lower_last,lowercase+last_letter,True
G L A S S,s,GLASS,s,lower_last,lowercase+last_letter,True
G O O D,d,GOOD,d,lower_last,lowercase+last_letter,True
G O O D B Y E,e,GOODBYE,e,lower_last,lowercase+last_letter,True
G O O S E,e,GOOSE,e,lower_last,lowercase+last_letter,True
G R A C I A S,s,GRACIAS,s,lower_last,lowercase+last_letter,True
G R A N D,d,GRAND,d,lower_last,lowercase+last_letter,True
G R A N D E,e,GRANDE,e,lower_last,lowercase+last_letter,True
G R A N D F A T H E R,r,GRANDFATHER,r,lower_last,lowercase+last_letter,True
G R A N D M O T H E R,r,GRANDMOTHER,r,lower_last,lowercase+last_letter,True
G R A N J E R O,o,GRANJERO,o,lower_last,lowercase+last_letter,True
G R A Y,y,GRAY,y,lower_last,lowercase+last_letter,True
G R E E N,n,GREEN,n,lower_last,lowercase+last_letter,True
G R E E T,t,GREET,t,lower_last,lowercase+last_letter,True
G R I E F,f,GRIEF,f,lower_last,lowercase+last_letter,True
G R I S,s,GRIS,s,lower_last,lowercase+last_letter,True
G U L F,f,GULF,f,lower_last,lowercase+last_letter,True
G U Y,y,GUY,y,lower_last,lowercase+last_letter,True
H A L F,f,HALF,f,lower_last,lowercase+last_letter,True
H A N D,d,HAND,d,lower_last,lowercase+last_letter,True
H A P P Y,y,HAPPY,y,lower_last,lowercase+last_letter,True
H A T E,e,HATE,e,lower_last,lowercase+last_letter,True
H A U T,t,HAUT,t,lower_last,lowercase+last_letter,True
H E A D,d,HEAD,d,lower_last,lowercase+last_letter,True
H E A R,r,HEAR,r,lower_last,lowercase+last_letter,True
H E A R T,t,HEART,t,lower_last,lowercase+last_letter,True
H E A V Y,y,HEAVY,y,lower_last,lowercase+last_letter,True
H E L L O,o,HELLO,o,lower_last,lowercase+last_letter,True
H E L P,p,HELP,p,lower_last,lowercase+last_letter,True
H E R M A N A,a,HERMANA,a,lower_last,lowercase+last_letter,True
H E R M A N O,o,HERMANO,o,lower_last,lowercase+last_letter,True
H E R M O S O,o,HERMOSO,o,lower_last,lowercase+last_letter,True
H E R O,o,HERO,o,lower_last,lowercase+last_letter,True
H E R O I N E,e,HEROINE,e,lower_last,lowercase+last_letter,True
H E S I T A T E,e,HESITATE,e,lower_last,lowercase+last_letter,True
H E U R E U X,x,HEUREUX,x,lower_last,lowercase+last_letter,True
H I B E R N A T E,e,HIBERNATE,e,lower_last,lowercase+last_letter,True
H I E R,r,HIER,r,lower_last,lowercase+last_letter,True
H I G H,h,HIGH,h,lower_last,lowercase+last_letter,True
H I J A,a,HIJA,a,lower_last,lowercase+last_letter,True
H I J O,o,HIJO,o,lower_last,lowercase+last_letter,True
H I K E,e,HIKE,e,lower_last,lowercase+last_letter,True
H O L A,a,HOLA,a,lower_last,lowercase+last_letter,True
H O L D,d,HOLD,d,lower_last,lowercase+last_letter,True
H O M B R E,e,HOMBRE,e,lower_last,lowercase+last_letter,True
H O M M E,e,HOMME,e,lower_last,lowercase+last_letter,True
H O O F,f,HOOF,f,lower_last,lowercase+last_letter,True
H O P E,e,HOPE,e,lower_last,lowercase+last_letter,True
H O R S E,e,HORSE,e,lower_last,lowercase+last_letter,True
H O T,t,HOT,t,lower_last,lowercase+last_letter,True
H O U S E,e,HOUSE,e,lower_last,lowercase+last_letter,True
H O Y,y,HOY,y,lower_last,lowercase+last_letter,True
H U I T,t,HUIT,t,lower_last,lowercase+last_letter,True
H U N D R E D,d,HUNDRED,d,lower_last,lowercase+last_letter,True
H U N T,t,HUNT,t,lower_last,lowercase+last_letter,True
H U S B A N D,d,HUSBAND,d,lower_last,lowercase+last_letter,True
I L L U S T R A T E,e,ILLUSTRATE,e,lower_last,lowercase+last_letter,True
