input,output,category_name,operations
MOT,tom,lower_reverse,lowercase+reverse
MOTHER,rehtom,lower_reverse,lowercase+reverse
MOTIVATE,etavitom,lower_reverse,lowercase+reverse
MOUSE,esuom,lower_reverse,lowercase+reverse
MOUTH,htuom,lower_reverse,lowercase+reverse
MOVE,evom,lower_reverse,lowercase+reverse
MUJER,rejum,lower_reverse,lowercase+reverse
MUNDO,odnum,lower_reverse,lowercase+reverse
MUSCLE,elcsum,lower_reverse,lowercase+reverse
MUSIC,cisum,lower_reverse,lowercase+reverse
MUSICIAN,naicisum,lower_reverse,lowercase+reverse
MUSICIEN,neicisum,lower_reverse,lowercase+reverse
MUSIQUE,euqisum,lower_reverse,lowercase+reverse
MÈRE,erèm,lower_reverse,lowercase+reverse
MÉDECIN,nicedém,lower_reverse,lowercase+reverse
MÉDICO,ocidém,lower_reverse,lowercase+reverse
MÚSICA,acisúm,lower_reverse,lowercase+reverse
MÚSICO,ocisúm,lower_reverse,lowercase+reverse
NARANJA,ajnaran,lower_reverse,lowercase+reverse
NARIZ,ziran,lower_reverse,lowercase+reverse
NARROW,worran,lower_reverse,lowercase+reverse
NAVIGATE,etagivan,lower_reverse,lowercase+reverse
NEAR,raen,lower_reverse,lowercase+reverse
NEGOTIATE,etaitogen,lower_reverse,lowercase+reverse
NEGRO,orgen,lower_reverse,lowercase+reverse
NERVE,evren,lower_reverse,lowercase+reverse
NEUF,fuen,lower_reverse,lowercase+reverse
NEW,wen,lower_reverse,lowercase+reverse
NEZ,zen,lower_reverse,lowercase+reverse
NIGHT,thgin,lower_reverse,lowercase+reverse
NINE,enin,lower_reverse,lowercase+reverse
NIÑA,añin,lower_reverse,lowercase+reverse
NIÑO,oñin,lower_reverse,lowercase+reverse
NO,on,lower_reverse,lowercase+reverse
NOCHE,ehcon,lower_reverse,lowercase+reverse
NOIR,rion,lower_reverse,lowercase+reverse
NON,non,lower_reverse,lowercase+reverse
NOSE,eson,lower_reverse,lowercase+reverse
NOTICE,eciton,lower_reverse,lowercase+reverse
NOURRITURE,erutirruon,lower_reverse,lowercase+reverse
NOUVEAU,uaevuon,lower_reverse,lowercase+reverse
NUEVE,eveun,lower_reverse,lowercase+reverse
NUEVO,oveun,lower_reverse,lowercase+reverse
NUIT,tiun,lower_reverse,lowercase+reverse
NURSE,esrun,lower_reverse,lowercase+reverse
OASIS,sisao,lower_reverse,lowercase+reverse
OCHO,ohco,lower_reverse,lowercase+reverse
OFFICER,reciffo,lower_reverse,lowercase+reverse
OISEAU,uaesio,lower_reverse,lowercase+reverse
OJO,ojo,lower_reverse,lowercase+reverse
OLD,dlo,lower_reverse,lowercase+reverse
ONCLE,elcno,lower_reverse,lowercase+reverse
ONE,eno,lower_reverse,lowercase+reverse
OPEN,nepo,lower_reverse,lowercase+reverse
OPERATE,etarepo,lower_reverse,lowercase+reverse
ORANGE,egnaro,lower_reverse,lowercase+reverse
OREILLE,elliero,lower_reverse,lowercase+reverse
OREJA,ajero,lower_reverse,lowercase+reverse
ORGANIZE,ezinagro,lower_reverse,lowercase+reverse
OUI,iuo,lower_reverse,lowercase+reverse
OUTSIDE,edistuo,lower_reverse,lowercase+reverse
OUVERT,trevuo,lower_reverse,lowercase+reverse
OUVRIER,reirvuo,lower_reverse,lowercase+reverse
OX,xo,lower_reverse,lowercase+reverse
PADRE,erdap,lower_reverse,lowercase+reverse
PAGE,egap,lower_reverse,lowercase+reverse
PAIN,niap,lower_reverse,lowercase+reverse
PAINT,tniap,lower_reverse,lowercase+reverse
PAINTER,retniap,lower_reverse,lowercase+reverse
PALABRA,arbalap,lower_reverse,lowercase+reverse
PAN,nap,lower_reverse,lowercase+reverse
PAPER,repap,lower_reverse,lowercase+reverse
PARENTHESIS,sisehtnerap,lower_reverse,lowercase+reverse
PARTICIPATE,etapicitrap,lower_reverse,lowercase+reverse
PARTY,ytrap,lower_reverse,lowercase+reverse
PAUVRE,ervuap,lower_reverse,lowercase+reverse
PAYS,syap,lower_reverse,lowercase+reverse
PAÍS,síap,lower_reverse,lowercase+reverse
PELOTA,atolep,lower_reverse,lowercase+reverse
PEN,nep,lower_reverse,lowercase+reverse
PENCIL,licnep,lower_reverse,lowercase+reverse
PENETRATE,etartenep,lower_reverse,lowercase+reverse
PEPPER,reppep,lower_reverse,lowercase+reverse
PEQUEÑO,oñeuqep,lower_reverse,lowercase+reverse
PERRO,orrep,lower_reverse,lowercase+reverse
PERSON,nosrep,lower_reverse,lowercase+reverse
PESADO,odasep,lower_reverse,lowercase+reverse
PETIT,titep,lower_reverse,lowercase+reverse
PEZ,zep,lower_reverse,lowercase+reverse
PHENOMENON,nonemonehp,lower_reverse,lowercase+reverse
PHONE,enohp,lower_reverse,lowercase+reverse
PHOTO,otohp,lower_reverse,lowercase+reverse
PHRASE,esarhp,lower_reverse,lowercase+reverse
PIANO,onaip,lower_reverse,lowercase+reverse
PIE,eip,lower_reverse,lowercase+reverse
PIED,deip,lower_reverse,lowercase+reverse
PILOT,tolip,lower_reverse,lowercase+reverse
PIMIENTA,atneimip,lower_reverse,lowercase+reverse
PINK,knip,lower_reverse,lowercase+reverse
PLATE,etalp,lower_reverse,lowercase+reverse
PLAY,yalp,lower_reverse,lowercase+reverse
PLAYER,reyalp,lower_reverse,lowercase+reverse
PLEASE,esaelp,lower_reverse,lowercase+reverse
PLEIN,nielp,lower_reverse,lowercase+reverse
POBRE,erbop,lower_reverse,lowercase+reverse
POISSON,nossiop,lower_reverse,lowercase+reverse
POIVRE,erviop,lower_reverse,lowercase+reverse
POLICE,ecilop,lower_reverse,lowercase+reverse
POLICÍA,aícilop,lower_reverse,lowercase+reverse
POMME,emmop,lower_reverse,lowercase+reverse
POOR,roop,lower_reverse,lowercase+reverse
PORTE,etrop,lower_reverse,lowercase+reverse
POTATO,otatop,lower_reverse,lowercase+reverse
PRACTICE,ecitcarp,lower_reverse,lowercase+reverse
PREMIER,reimerp,lower_reverse,lowercase+reverse
PRESIDENT,tnediserp,lower_reverse,lowercase+reverse
PRIMERO,oremirp,lower_reverse,lowercase+reverse
PRIMO,omirp,lower_reverse,lowercase+reverse
PRINCE,ecnirp,lower_reverse,lowercase+reverse
PRINCESA,asecnirp,lower_reverse,lowercase+reverse
PRINCESS,ssecnirp,lower_reverse,lowercase+reverse
PRINCESSE,essecnirp,lower_reverse,lowercase+reverse
PROFESOR,roseforp,lower_reverse,lowercase+reverse
PROFESSEUR,ruesseforp,lower_reverse,lowercase+reverse
PROMISE,esimorp,lower_reverse,lowercase+reverse
PROOF,foorp,lower_reverse,lowercase+reverse
PROPRE,erporp,lower_reverse,lowercase+reverse
PRÈS,sèrp,lower_reverse,lowercase+reverse
PRÍNCIPE,epicnírp,lower_reverse,lowercase+reverse
PUERTA,atreup,lower_reverse,lowercase+reverse
PULL,llup,lower_reverse,lowercase+reverse
PURPLE,elprup,lower_reverse,lowercase+reverse
PURSUE,eusrup,lower_reverse,lowercase+reverse
PUSH,hsup,lower_reverse,lowercase+reverse
PÁGINA,anigáp,lower_reverse,lowercase+reverse
PÁJARO,orajáp,lower_reverse,lowercase+reverse
PÈRE,erèp,lower_reverse,lowercase+reverse
QUATRE,ertauq,lower_reverse,lowercase+reverse
QUEEN,neeuq,lower_reverse,lowercase+reverse
QUESO,oseuq,lower_reverse,lowercase+reverse
RADIATE,etaidar,lower_reverse,lowercase+reverse
RADIO,oidar,lower_reverse,lowercase+reverse
RAPIDE,edipar,lower_reverse,lowercase+reverse
RAY,yar,lower_reverse,lowercase+reverse
READ,daer,lower_reverse,lowercase+reverse
REALIZE,ezilaer,lower_reverse,lowercase+reverse
RECEIVE,eviecer,lower_reverse,lowercase+reverse
RECOGNIZE,ezingocer,lower_reverse,lowercase+reverse
RED,der,lower_reverse,lowercase+reverse
REEF,feer,lower_reverse,lowercase+reverse
REINA,anier,lower_reverse,lowercase+reverse
REINE,enier,lower_reverse,lowercase+reverse
RELATE,etaler,lower_reverse,lowercase+reverse
RELAX,xaler,lower_reverse,lowercase+reverse
REPEAT,taeper,lower_reverse,lowercase+reverse
RESCUE,eucser,lower_reverse,lowercase+reverse
REST,tser,lower_reverse,lowercase+reverse
REY,yer,lower_reverse,lowercase+reverse
RICH,hcir,lower_reverse,lowercase+reverse
RICHE,ehcir,lower_reverse,lowercase+reverse
RICO,ocir,lower_reverse,lowercase+reverse
RIGHT,thgir,lower_reverse,lowercase+reverse
ROI,ior,lower_reverse,lowercase+reverse
ROJO,ojor,lower_reverse,lowercase+reverse
ROOF,foor,lower_reverse,lowercase+reverse
ROSA,asor,lower_reverse,lowercase+reverse
ROSE,esor,lower_reverse,lowercase+reverse
ROTATE,etator,lower_reverse,lowercase+reverse
ROUGE,eguor,lower_reverse,lowercase+reverse
RUE,eur,lower_reverse,lowercase+reverse
RUN,nur,lower_reverse,lowercase+reverse
RUNNER,rennur,lower_reverse,lowercase+reverse
RÁPIDO,odipár,lower_reverse,lowercase+reverse
SAD,das,lower_reverse,lowercase+reverse
SAFE,efas,lower_reverse,lowercase+reverse
SAIL,lias,lower_reverse,lowercase+reverse
SAILOR,rolias,lower_reverse,lowercase+reverse
SAL,las,lower_reverse,lowercase+reverse
SALE,elas,lower_reverse,lowercase+reverse
SALT,tlas,lower_reverse,lowercase+reverse
SCARF,fracs,lower_reverse,lowercase+reverse
SCHOOL,loohcs,lower_reverse,lowercase+reverse
SCIENTIST,tsitneics,lower_reverse,lowercase+reverse
SEE,ees,lower_reverse,lowercase+reverse
SEIS,sies,lower_reverse,lowercase+reverse
SEL,les,lower_reverse,lowercase+reverse
SELF,fles,lower_reverse,lowercase+reverse
SEMAINE,eniames,lower_reverse,lowercase+reverse
SEMANA,anames,lower_reverse,lowercase+reverse
SENTENCE,ecnetnes,lower_reverse,lowercase+reverse
SEPARATE,etarapes,lower_reverse,lowercase+reverse
SEPT,tpes,lower_reverse,lowercase+reverse
SEVEN,neves,lower_reverse,lowercase+reverse
SHARE,erahs,lower_reverse,lowercase+reverse
SHEEP,peehs,lower_reverse,lowercase+reverse
SHELF,flehs,lower_reverse,lowercase+reverse
SHORT,trohs,lower_reverse,lowercase+reverse
SHOUT,tuohs,lower_reverse,lowercase+reverse
SIETE,eteis,lower_reverse,lowercase+reverse
SILLA,allis,lower_reverse,lowercase+reverse
SING,gnis,lower_reverse,lowercase+reverse
SINGER,regnis,lower_reverse,lowercase+reverse
SISTER,retsis,lower_reverse,lowercase+reverse
SIT,tis,lower_reverse,lowercase+reverse
SIX,xis,lower_reverse,lowercase+reverse
SKATE,etaks,lower_reverse,lowercase+reverse
SKI,iks,lower_reverse,lowercase+reverse
SLEEP,peels,lower_reverse,lowercase+reverse
SLOW,wols,lower_reverse,lowercase+reverse
SMALL,llams,lower_reverse,lowercase+reverse
SMELL,llems,lower_reverse,lowercase+reverse
SMILE,elims,lower_reverse,lowercase+reverse
SOL,los,lower_reverse,lowercase+reverse
SOLDADO,odadlos,lower_reverse,lowercase+reverse
SOLDAT,tadlos,lower_reverse,lowercase+reverse
SOLDIER,reidlos,lower_reverse,lowercase+reverse
SOLEIL,lielos,lower_reverse,lowercase+reverse
SON,nos,lower_reverse,lowercase+reverse
SONG,gnos,lower_reverse,lowercase+reverse
SPOON,noops,lower_reverse,lowercase+reverse
SPORT,trops,lower_reverse,lowercase+reverse
STAND,dnats,lower_reverse,lowercase+reverse
STAR,rats,lower_reverse,lowercase+reverse
START,trats,lower_reverse,lowercase+reverse
STIMULATE,etalumits,lower_reverse,lowercase+reverse
STOMACH,hcamots,lower_reverse,lowercase+reverse
STOP,pots,lower_reverse,lowercase+reverse
STORY,yrots,lower_reverse,lowercase+reverse
STREET,teerts,lower_reverse,lowercase+reverse
STRETCH,hcterts,lower_reverse,lowercase+reverse
STRONG,gnorts,lower_reverse,lowercase+reverse
STUDENT,tneduts,lower_reverse,lowercase+reverse
STUDIO,oiduts,lower_reverse,lowercase+reverse
STUDY,yduts,lower_reverse,lowercase+reverse
SUCIO,oicus,lower_reverse,lowercase+reverse
SUCRE,ercus,lower_reverse,lowercase+reverse
SUGAR,ragus,lower_reverse,lowercase+reverse
SUN,nus,lower_reverse,lowercase+reverse
SURPRISE,esirprus,lower_reverse,lowercase+reverse
SWIM,miws,lower_reverse,lowercase+reverse
SWIMMER,remmiws,lower_reverse,lowercase+reverse
SÍ,ís,lower_reverse,lowercase+reverse
SŒUR,ruœs,lower_reverse,lowercase+reverse
TABLE,elbat,lower_reverse,lowercase+reverse
TAILOR,roliat,lower_reverse,lowercase+reverse
TAKE,ekat,lower_reverse,lowercase+reverse
TALK,klat,lower_reverse,lowercase+reverse
TANTE,etnat,lower_reverse,lowercase+reverse
TASTE,etsat,lower_reverse,lowercase+reverse
TEA,aet,lower_reverse,lowercase+reverse
TEACH,hcaet,lower_reverse,lowercase+reverse
TEACHER,rehcaet,lower_reverse,lowercase+reverse
TEMPS,spmet,lower_reverse,lowercase+reverse
TEN,net,lower_reverse,lowercase+reverse
TERMINATE,etanimret,lower_reverse,lowercase+reverse
THESIS,siseht,lower_reverse,lowercase+reverse
THIEF,feiht,lower_reverse,lowercase+reverse
THINK,kniht,lower_reverse,lowercase+reverse
THOUSAND,dnasuoht,lower_reverse,lowercase+reverse
THREE,eerht,lower_reverse,lowercase+reverse
THROW,worht,lower_reverse,lowercase+reverse
THÉ,éht,lower_reverse,lowercase+reverse
TIEMPO,opmeit,lower_reverse,lowercase+reverse
TIME,emit,lower_reverse,lowercase+reverse
TODAY,yadot,lower_reverse,lowercase+reverse
TOE,eot,lower_reverse,lowercase+reverse
TOLERATE,etarelot,lower_reverse,lowercase+reverse
TOMATO,otamot,lower_reverse,lowercase+reverse
TOMORROW,worromot,lower_reverse,lowercase+reverse
TOOTH,htoot,lower_reverse,lowercase+reverse
TOUCH,hcuot,lower_reverse,lowercase+reverse
TOY,yot,lower_reverse,lowercase+reverse
TRABAJADOR,rodajabart,lower_reverse,lowercase+reverse
TRANSLATE,etalsnart,lower_reverse,lowercase+reverse
TRAVEL,levart,lower_reverse,lowercase+reverse
TREAT,taert,lower_reverse,lowercase+reverse
TREE,eert,lower_reverse,lowercase+reverse
TRES,sert,lower_reverse,lowercase+reverse
TRISTE,etsirt,lower_reverse,lowercase+reverse
TROIS,siort,lower_reverse,lowercase+reverse
TWO,owt,lower_reverse,lowercase+reverse
TÉ,ét,lower_reverse,lowercase+reverse
TÊTE,etêt,lower_reverse,lowercase+reverse
TÍA,aít,lower_reverse,lowercase+reverse
TÍO,oít,lower_reverse,lowercase+reverse
UGLY,ylgu,lower_reverse,lowercase+reverse
UN,nu,lower_reverse,lowercase+reverse
UNCLE,elcnu,lower_reverse,lowercase+reverse
UNITE,etinu,lower_reverse,lowercase+reverse
UNO,onu,lower_reverse,lowercase+reverse
UP,pu,lower_reverse,lowercase+reverse
VACÍO,oícav,lower_reverse,lowercase+reverse
VALIDATE,etadilav,lower_reverse,lowercase+reverse
VALUE,eulav,lower_reverse,lowercase+reverse
VEIN,niev,lower_reverse,lowercase+reverse
VENTANA,anatnev,lower_reverse,lowercase+reverse
VERDE,edrev,lower_reverse,lowercase+reverse
VERT,trev,lower_reverse,lowercase+reverse
VIBRATE,etarbiv,lower_reverse,lowercase+reverse
VIDE,ediv,lower_reverse,lowercase+reverse
VIDEO,oediv,lower_reverse,lowercase+reverse
VIEJO,ojeiv,lower_reverse,lowercase+reverse
VIEUX,xueiv,lower_reverse,lowercase+reverse
VILLAIN,nialliv,lower_reverse,lowercase+reverse
VILLE,elliv,lower_reverse,lowercase+reverse
VIN,niv,lower_reverse,lowercase+reverse
VINO,oniv,lower_reverse,lowercase+reverse
VIOLET,teloiv,lower_reverse,lowercase+reverse
VOITURE,erutiov,lower_reverse,lowercase+reverse
VOLCANO,onaclov,lower_reverse,lowercase+reverse
WAIT,tiaw,lower_reverse,lowercase+reverse
WALK,klaw,lower_reverse,lowercase+reverse
WASH,hsaw,lower_reverse,lowercase+reverse
WATCH,hctaw,lower_reverse,lowercase+reverse
WATER,retaw,lower_reverse,lowercase+reverse
WAY,yaw,lower_reverse,lowercase+reverse
WEAK,kaew,lower_reverse,lowercase+reverse
WEEK,keew,lower_reverse,lowercase+reverse
WHARF,frahw,lower_reverse,lowercase+reverse
WHISPER,repsihw,lower_reverse,lowercase+reverse
WHITE,etihw,lower_reverse,lowercase+reverse
WIDE,ediw,lower_reverse,lowercase+reverse
WIFE,efiw,lower_reverse,lowercase+reverse
WINDOW,wodniw,lower_reverse,lowercase+reverse
WINE,eniw,lower_reverse,lowercase+reverse
WOLF,flow,lower_reverse,lowercase+reverse
WOMAN,namow,lower_reverse,lowercase+reverse
WORD,drow,lower_reverse,lowercase+reverse
WORK,krow,lower_reverse,lowercase+reverse
WORKER,rekrow,lower_reverse,lowercase+reverse
WORLD,dlrow,lower_reverse,lowercase+reverse
WRITE,etirw,lower_reverse,lowercase+reverse
WRITER,retirw,lower_reverse,lowercase+reverse
YEAR,raey,lower_reverse,lowercase+reverse
YELLOW,wolley,lower_reverse,lowercase+reverse
YES,sey,lower_reverse,lowercase+reverse
YESTERDAY,yadretsey,lower_reverse,lowercase+reverse
YOUNG,gnuoy,lower_reverse,lowercase+reverse
ÁRBOL,lobrá,lower_reverse,lowercase+reverse
ÉCOLE,elocé,lower_reverse,lowercase+reverse
ÉTOILE,elioté,lower_reverse,lowercase+reverse
ÉTROIT,tiorté,lower_reverse,lowercase+reverse
ÉTUDIANT,tnaiduté,lower_reverse,lowercase+reverse
ÚLTIMO,omitlú,lower_reverse,lowercase+reverse
ŒIL,liœ,lower_reverse,lowercase+reverse
afghanistan,A,upper_first,uppercase+first_letter
albania,A,upper_first,uppercase+first_letter
algeria,A,upper_first,uppercase+first_letter
andorra,A,upper_first,uppercase+first_letter
angola,A,upper_first,uppercase+first_letter
argentina,A,upper_first,uppercase+first_letter
armenia,A,upper_first,uppercase+first_letter
australia,A,upper_first,uppercase+first_letter
austria,A,upper_first,uppercase+first_letter
azerbaijan,A,upper_first,uppercase+first_letter
bahamas,B,upper_first,uppercase+first_letter
bahrain,B,upper_first,uppercase+first_letter
bangladesh,B,upper_first,uppercase+first_letter
barbados,B,upper_first,uppercase+first_letter
belarus,B,upper_first,uppercase+first_letter
belgium,B,upper_first,uppercase+first_letter
belize,B,upper_first,uppercase+first_letter
benin,B,upper_first,uppercase+first_letter
bhutan,B,upper_first,uppercase+first_letter
bolivia,B,upper_first,uppercase+first_letter
botswana,B,upper_first,uppercase+first_letter
brazil,B,upper_first,uppercase+first_letter
brunei,B,upper_first,uppercase+first_letter
bulgaria,B,upper_first,uppercase+first_letter
burundi,B,upper_first,uppercase+first_letter
cambodia,C,upper_first,uppercase+first_letter
cameroon,C,upper_first,uppercase+first_letter
canada,C,upper_first,uppercase+first_letter
chad,C,upper_first,uppercase+first_letter
chile,C,upper_first,uppercase+first_letter
china,C,upper_first,uppercase+first_letter
colombia,C,upper_first,uppercase+first_letter
comoros,C,upper_first,uppercase+first_letter
congo,C,upper_first,uppercase+first_letter
croatia,C,upper_first,uppercase+first_letter
cuba,C,upper_first,uppercase+first_letter
cyprus,C,upper_first,uppercase+first_letter
denmark,D,upper_first,uppercase+first_letter
djibouti,D,upper_first,uppercase+first_letter
dominica,D,upper_first,uppercase+first_letter
ecuador,E,upper_first,uppercase+first_letter
egypt,E,upper_first,uppercase+first_letter
eritrea,E,upper_first,uppercase+first_letter
estonia,E,upper_first,uppercase+first_letter
eswatini,E,upper_first,uppercase+first_letter
ethiopia,E,upper_first,uppercase+first_letter
fiji,F,upper_first,uppercase+first_letter
finland,F,upper_first,uppercase+first_letter
france,F,upper_first,uppercase+first_letter
gabon,G,upper_first,uppercase+first_letter
gambia,G,upper_first,uppercase+first_letter
georgia,G,upper_first,uppercase+first_letter
germany,G,upper_first,uppercase+first_letter
ghana,G,upper_first,uppercase+first_letter
greece,G,upper_first,uppercase+first_letter
grenada,G,upper_first,uppercase+first_letter
guatemala,G,upper_first,uppercase+first_letter
guinea,G,upper_first,uppercase+first_letter
guyana,G,upper_first,uppercase+first_letter
haiti,H,upper_first,uppercase+first_letter
honduras,H,upper_first,uppercase+first_letter
hungary,H,upper_first,uppercase+first_letter
iceland,I,upper_first,uppercase+first_letter
india,I,upper_first,uppercase+first_letter
indonesia,I,upper_first,uppercase+first_letter
iran,I,upper_first,uppercase+first_letter
iraq,I,upper_first,uppercase+first_letter
ireland,I,upper_first,uppercase+first_letter
israel,I,upper_first,uppercase+first_letter
italy,I,upper_first,uppercase+first_letter
jamaica,J,upper_first,uppercase+first_letter
japan,J,upper_first,uppercase+first_letter
jordan,J,upper_first,uppercase+first_letter
kazakhstan,K,upper_first,uppercase+first_letter
kenya,K,upper_first,uppercase+first_letter
kiribati,K,upper_first,uppercase+first_letter
kosovo,K,upper_first,uppercase+first_letter
kuwait,K,upper_first,uppercase+first_letter
kyrgyzstan,K,upper_first,uppercase+first_letter
laos,L,upper_first,uppercase+first_letter
latvia,L,upper_first,uppercase+first_letter
lebanon,L,upper_first,uppercase+first_letter
lesotho,L,upper_first,uppercase+first_letter
liberia,L,upper_first,uppercase+first_letter
libya,L,upper_first,uppercase+first_letter
liechtenstein,L,upper_first,uppercase+first_letter
lithuania,L,upper_first,uppercase+first_letter
luxembourg,L,upper_first,uppercase+first_letter
madagascar,M,upper_first,uppercase+first_letter
malawi,M,upper_first,uppercase+first_letter
malaysia,M,upper_first,uppercase+first_letter
maldives,M,upper_first,uppercase+first_letter
mali,M,upper_first,uppercase+first_letter
malta,M,upper_first,uppercase+first_letter
mauritania,M,upper_first,uppercase+first_letter
mauritius,M,upper_first,uppercase+first_letter
mexico,M,upper_first,uppercase+first_letter
micronesia,M,upper_first,uppercase+first_letter
moldova,M,upper_first,uppercase+first_letter
monaco,M,upper_first,uppercase+first_letter
mongolia,M,upper_first,uppercase+first_letter
montenegro,M,upper_first,uppercase+first_letter
morocco,M,upper_first,uppercase+first_letter
mozambique,M,upper_first,uppercase+first_letter
myanmar,M,upper_first,uppercase+first_letter
namibia,N,upper_first,uppercase+first_letter
nauru,N,upper_first,uppercase+first_letter
nepal,N,upper_first,uppercase+first_letter
netherlands,N,upper_first,uppercase+first_letter
nicaragua,N,upper_first,uppercase+first_letter
niger,N,upper_first,uppercase+first_letter
nigeria,N,upper_first,uppercase+first_letter
norway,N,upper_first,uppercase+first_letter
oman,O,upper_first,uppercase+first_letter
pakistan,P,upper_first,uppercase+first_letter
palau,P,upper_first,uppercase+first_letter
palestine,P,upper_first,uppercase+first_letter
panama,P,upper_first,uppercase+first_letter
paraguay,P,upper_first,uppercase+first_letter
peru,P,upper_first,uppercase+first_letter
philippines,P,upper_first,uppercase+first_letter
poland,P,upper_first,uppercase+first_letter
